scientific_name,common_name,impact_country,impact_region,impact_mechanism,impact_category,category_evidence,confidence_rating,confidence_justification,impact_details,impact_species,notes,reference,file_name
Ichthyosaura alpestris,Alpine Newt,United Kingdom,NA,(4) Transmission of diseases to native species,MC - Minimal concern,"In addition, in 2007, a small number of introduced alpine newts (Triturus alpestris) in Canterbury, Kent tested positive for Bd infection at the IoZ. Like the North American bullfrog, this species of newt is known to be a silent carrier of Bd.",Low,"disease agent present, but not known if transmitted to native species",NA,NA,NA,NA,EICAT_Ichthyosaura alpestris_10052021_accept.xlsm
Ichthyosaura alpestris,Alpine Newt,Spain,Spain (mainland),(4) Transmission of diseases to native species,MC - Minimal concern,"""Alpine newts have been observed preying on native anuran egg clutches and amphibian larvae and infection with B. dendrobatidis have been detected in adult and larvae (J. Bosch, unpublished data)"".",Low,"disease agent present, but not known if transmitted to native species",NA,NA,NA,NA,EICAT_Ichthyosaura alpestris_10052021_accept.xlsm
Ichthyosaura alpestris,Alpine Newt,New Zealand,NA,(2) Predation,DD - Data deficient,"MPI (2013, 2014b) concluded that alpine newts are voracious predators, also adding that they feed on a variety of things, including amphibian and fish eggs and larvae, aquatic invertebrates and small vertebrates, and that ‘this makes them a high risk to New Zealand’s already endangered native frogs, which would be placed under further threat from newts’ (MPI 2014b, p. 1).",NA,"Report claims impacts on native populations, but they were not demonstrated in the study",NA,NA,NA,NA,EICAT_Ichthyosaura alpestris_10052021_accept.xlsm
Ingerophrynus biporcatus,Indonesian Toad,NA,NA,NA,DD - Data deficient,NA,NA,NA,NA,NA,NA,NA,EICAT_Ingerophrynus biporcatus_08012021_accept.xlsm
Kaloula pulchra,Banded Bullfrog,N/A,N/A,NA,DD - Data deficient,N/A,NA,N/A,NA,N/A,N/A,NA,EICAT_Kaloula pulchra_22022021_accept.xlsm
Kittacincla malabarica,White-rumped Shama,U.S.A.,Hawaii,(1) Competition,DD - Data deficient,"Several introduced birds, including the Japanese white-eye (Zosterops japonicus), melodious laughing-thrush (Garrulax canorus), and white-rumped shama (Copsychus malabaricus) share the same habitat with the puaiohi to some degree and may compete with the puaiohi for food.",NA,NA,NA,NA,NA,"U.S. Fish and Wildlife Service (2006) Revised Recovery Plan for Hawaiian Forest Birds. Region 1, Portland, Oregon.",EICAT_Kittacincla malabarica_181021_IUCN_accept.xlsx
Kittacincla malabarica,White-rumped Shama,Republic of China,NA,(1) Competition,DD - Data deficient,"White-rumped Shama, however, has invaded indigenous forests. Thus, there is a concern that the species will have a negative impact on native biological diversity in forest areas. This may include competition with other secondary-cavity nest birds, predatory behavior on vertebrates and arthropods. To date, there has been no study on the impact of this species in Taiwan.",NA,NA,NA,NA,NA,"Fan MW, Lin Fang RSW, Lin YH (2009) The distribution and abundance of the alien invasive White-rumped Shama (Copsychus malabaricus) in Taiwan. 54(3): 248-254.",EICAT_Kittacincla malabarica_181021_IUCN_accept.xlsx
Kittacincla malabarica,White-rumped Shama,U.S.A.,Hawaii (O’ahu),(2) Predation,MN - Minor,"We studied  the  breeding biology of the  White-rumped Shama (Copsychus malabaricus) on  Oahu,  Hawaii, during 1986-1987. The types  of  food items fed  to  the  young included adult insects  (53%), earthworms (36%), unidentified adult arthropods (<S%), arthropod  larvae or  pupae  (<3%), and  skinks (<1%).",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of predation impacts.",NA,NA,NA,"Aguon, CF and Conant S (1994) BREEDING BIOLOGY OF  THE WHITE-RUMPED SHAMA ON OAHU, HAWAII, Wilson  Bull., 106(2), 1994, pp. 311-328.",EICAT_Kittacincla malabarica_181021_IUCN_accept.xlsx
Kittacincla malabarica,White-rumped Shama,Republic of China,NA,(2) Predation,DD - Data deficient,"White-rumped Shama, however, has invaded indigenous forests. Thus, there is a concern that the species will have a negative impact on native biological diversity in forest areas. This may include competition with other secondary-cavity nest birds, predatory behavior on vertebrates and arthropods. To date, there has been no study on the impact of this species in Taiwan.",NA,NA,NA,NA,NA,"Fan MW, Lin Fang RSW, Lin YH (2009) The distribution and abundance of the alien invasive White-rumped Shama (Copsychus malabaricus) in Taiwan. 54(3): 248-254.",EICAT_Kittacincla malabarica_181021_IUCN_accept.xlsx
Kittacincla malabarica,White-rumped Shama,U.S.A.,Hawaii (O’ahu),(4) Transmission of diseases to native species,MO - Moderate,"We conducted a  survey of  malarial prevalence in  birds  at  one  low-elevation site  in  urban  Honolulu over 
a  three-year period. There were significant differences in prevalence  rates  (P  = 0.002) among  the  species of  introduced  birds  (Table 1).  The  highest  rates of  malaria  (>20%) were  found  in  White-rumped Shama (Copsychus malabaricus). The  association of  the  current  decline  in  native  bird  populations with  the  continued  introduction  of  alien  species is  attributable  to  at  least two  hypotheses: (1)  direct  competition between  natives  and  aliens  for food, nesting,  or  other  resources  (Moulton and Pimm 1983);  and  (2)  greater  susceptibility  (mor- 
bidity, mortality) of natives to infectious diseases and  novel  strains of  pathogens  that  arrive with  each  introduction The  full  impact  of  malaria  on bird  populations can  only  be  evaluated  with  an  efficient  diagnostic  that can detect very  low  levels of  the parasite. Our suggestion that  the  disease hypothesis  more  fully accounts for  the  continued  decline  of  native  birds,  rather than  the  effects of competition between introduced  and  native  species, is  based  on  our  findings  that  malarial infections  have  been  systematically  underreported  in  all  species tested prior to PCR-based assays.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of transmission of diseases to native species impacts.",NA,NA,NA,"Shehata, C, Freed, L & Cann, RL (2001)
Changes in native and introduced bird
populations on O’ahu, infections diseases
and species replacement. Studies in Avian
Biology 22.",EICAT_Kittacincla malabarica_181021_IUCN_accept.xlsx
Kittacincla malabarica,White-rumped Shama,U.S.A.,Hawaii (O’ahu),(4) Transmission of diseases to native species,MN - Minor,"Shehata et al. (2001) found a high prevalence (23,1%) of Plasmodium avian malaria infection among White-rumped
Shamas in the Lyon Arboretum on Oahu, where they are thus a primary reservoir for the maintenance of the disease among native passerines.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of transmission of diseases to native species impacts. The impact could be higher.",NA,Passeriformes,NA,"Lever, C (2005) Naturalized Birds of the World. Bloomsbury, London.",EICAT_Kittacincla malabarica_181021_IUCN_accept.xlsx
Leiothrix lutea,Red-billed Leiothrix,Japan,Mt. Karimata,(1) Competition,MO - Moderate,"Bird censuses were carried out in four breeding seasons, 1992 – 1995, in a natural beech forest on Mt. Karimata, Kumamoto Prefecture, western Japan. The Red-billed Leiothrix Leiothrix lutea has invaded there a few years before. The density fluctuations of species possibly competing with the Redbilled Leiothrix were studied. A total of 33 bird species were recorded in four years of censuses (Table 1). The numbers of individuals per census were 48.0, 49.7, 44.0 and 47.3 in 1992, 1993, 1994 and 1995, respectively. Among them, the Red-billed Leiothrix was the most dominant, which occupied 21.0% in total of four years, followed by the Bush Warbler, 19.4%, the Coak Tit, 13.1%, and the Great Tit, 12.3%, respectively. Among understory users, the Japanese Robin Erithacus akahige occurred in very low frequency (Table 1). Thus, the three dominant species, the Bush Warbler, the Great Tit, the Coal Tit were assumed as the possible competitors of the Red-billed Leiothrix. The density of the Red-billed Leiothrix was stable in high level for four years (Fig. 2). On the other hand, the density of the Bush Warbler indicated a significant decreasing tendency (Fig. 2). The density of the Coal Tit was stable, and that of the Great Tit fluctuated (Fig. 2). The density decrease of the Bush Warbler might be due to the interspecific competition with the Red-billed Leiothrix or to indirect effects from predators.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of competition impacts. The decline can be related with other confounding factors (predation).",NA,Cettia diphone,NA,"Shigeho, S. (2006). Influence of the invasion of Leiothrix lutea on a native avifauna in a natural beech forest on Mt. Karimata, Kyushu, Bulletin of FFPRI, Vol.5, No.3 (No.400), 243- 247",EICAT_Leiothrix lutea_191021_IUCN_accept.xlsx
Leiothrix lutea,Red-billed Leiothrix,Japan,Kyushu,(1) Competition,MN - Minor,"In deciduous broad-leaved forests in Japan, the Red-billed Leiothrix forages in the lower layer of the forest and nests in thickets of dwarf bamboo. Only one sympatric species, the Japanese Bush Warbler Cettia diphone, nests in the same habitat where competition between them is likely. We discuss the possible impact of the Red-billed Leiothrix on native species with reference to the utilisation of nesting habitat: 

In the Japanese Bush Warbler, only one nest was successful from 18 nests (5.3%) in 1997, and no nest was successful in both 1998 (from 33 nests) and 1999 (from 14 nests). Most failures after clutch initiation were due to total loss of clutches or broods, which suggests nest predation. We observed the Jay Garrulus
glandarius and snakes (species unknown) predating nestlings.

The locations of nests in the bamboo thicket differ between the Red-billed Leiothrix and Japanese Bush Warbler.
Even in the case where nests of these species were close to each other, direct interaction suggesting in-
terspecific territoriality was not observed. It is unlikely that competition for nest-sites occurs between these species. However, indirect interference competition is probable. When we searched for nests of the Red-billed Leiothrix, nests of the Japanese Bush Warbler were also found. A high density of nests may attract various kinds of predators into the breeding areas. In this study, the density of Red-billed Leiothrix nests, which was two to three times higher than that of Japanese Bush Warblers, may have caused an increase in the number of predators and predation on nests. The breeding success of Japanese Bush Warbler may be low due to indirect interference competition caused by the increase of Red-billed Leiothrix.",Low,There is not enough evidence to be certain if the decline in reproductive success of the Japanese Bush-warbler is caused by the Red-billed Leiothrix through apparent competition.,NA,Cettia diphone,NA,"Amano, H. E. & Eguchi, K. (2002a). Nest-site
selection of the red-billed Leiothrix and
Japanese bush warbler in Japan. Ornithological
Science 1, 101–110.",EICAT_Leiothrix lutea_191021_IUCN_accept.xlsx
